,country,people,obesity_levels,obesity_level_percentage,date
2681,United States of America, males ,overweight ,>=25.0,2003
2682,United States of America, males ,overweight ,>=25.0,2004
2683,United States of America, males ,overweight ,>=25.0,2005
2684,United States of America, males ,overweight ,>=25.0,2006
2685,United States of America, males ,pre-obese ,25.0-29.99,1999
2686,United States of America, males ,pre-obese ,25.0-29.99,2
2687,United States of America, males ,pre-obese ,25.0-29.99,2001
2688,United States of America, males ,pre-obese ,25.0-29.99,2002
2689,United States of America, males ,pre-obese ,25.0-29.99,2003
2690,United States of America, males ,pre-obese ,25.0-29.99,2004
2691,United States of America, males ,underweight ,<18.5,1999
2692,United States of America, males ,underweight ,<18.5,2
2693,United States of America, males ,underweight ,<18.5,2001
2694,United States of America, males ,underweight ,<18.5,2002
2695,Uzbekistan, females ,moderate and severe thinness ,<=17,2002
2696,Uzbekistan, females ,normal ,18.5-24.99,2002
2697,Uzbekistan, females ,obese ,>=30.0,2002
2698,Uzbekistan, females ,overweight ,>=25.0,2002
2699,Uzbekistan, females ,pre-obese ,25.0-29.99,2002
2700,Uzbekistan, females ,underweight ,<18.5,2002
2701,Uzbekistan, males ,normal ,18.5-24.99,2002
2702,Uzbekistan, males ,obese ,>=30.0,2002
2703,Uzbekistan, males ,overweight ,>=25.0,2002
2704,Uzbekistan, males ,underweight ,<18.5,2002
2705,Viet Nam, adults ,normal ,18.5-24.99,2
2706,Viet Nam, adults ,obese ,>=30.0,2
2707,Viet Nam, adults ,overweight ,>=25.0,2
2708,Viet Nam, adults ,overweight ,>=25.0,2002
2709,Viet Nam, adults ,pre-obese ,25.0-29.99,2
2710,Viet Nam, adults ,underweight ,<18.5,2
2711,Viet Nam, females ,moderate and severe thinness ,<=17,2
2712,Viet Nam, females ,normal ,18.5-24.99,2
2713,Viet Nam, females ,obese ,>=30.0,2
2714,Viet Nam, females ,overweight ,>=25.0,2
2715,Viet Nam, females ,overweight ,>=25.0,2002
2716,Viet Nam, females ,pre-obese ,25.0-29.99,2
2717,Viet Nam, females ,underweight ,<18.5,2
2718,Viet Nam, males ,moderate and severe thinness ,<=17,2
2719,Viet Nam, males ,normal ,18.5-24.99,2
2720,Viet Nam, males ,obese ,>=30.0,2
2721,Viet Nam, males ,overweight ,>=25.0,2
2722,Viet Nam, males ,overweight ,>=25.0,2002
2723,Viet Nam, males ,pre-obese ,25.0-29.99,2
2724,Viet Nam, males ,underweight ,<18.5,2
2725,Zambia, females ,moderate and severe thinness ,<=17,2007
2726,Zambia, females ,normal ,18.5-24.99,2001
2727,Zambia, females ,normal ,18.5-24.99,2002
2728,Zambia, females ,normal ,18.5-24.99,2007
2729,Zambia, females ,obese ,>=30.0,2001
2730,Zambia, females ,obese ,>=30.0,2002
2731,Zambia, females ,obese ,>=30.0,2007
2732,Zambia, females ,overweight ,>=25.0,2001
2733,Zambia, females ,overweight ,>=25.0,2002
2734,Zambia, females ,overweight ,>=25.0,2007
2735,Zambia, females ,pre-obese ,25.0-29.99,2001
2736,Zambia, females ,pre-obese ,25.0-29.99,2002
2737,Zambia, females ,pre-obese ,25.0-29.99,2007
2738,Zambia, females ,underweight ,<18.5,2001
2739,Zambia, females ,underweight ,<18.5,2002
2740,Zambia, females ,underweight ,<18.5,2007
2741,Zimbabwe, adults ,normal ,18.5-24.99,2005
2742,Zimbabwe, adults ,obese ,>=30.0,2005
2743,Zimbabwe, adults ,overweight ,>=25.0,2005
2744,Zimbabwe, adults ,pre-obese ,25.0-29.99,2005
2745,Zimbabwe, adults ,underweight ,<18.5,2005
2746,Zimbabwe, females ,normal ,18.5-24.99,2005
2747,Zimbabwe, females ,normal ,18.5-24.99,2006
2748,Zimbabwe, females ,obese ,>=30.0,1999
2749,Zimbabwe, females ,obese ,>=30.0,2005
2750,Zimbabwe, females ,obese ,>=30.0,2006
2751,Zimbabwe, females ,overweight ,>=25.0,1999
2752,Zimbabwe, females ,overweight ,>=25.0,2005
2753,Zimbabwe, females ,overweight ,>=25.0,2006
2754,Zimbabwe, females ,pre-obese ,25.0-29.99,2005
2755,Zimbabwe, females ,pre-obese ,25.0-29.99,2006
2756,Zimbabwe, females ,underweight ,<18.5,1999
2757,Zimbabwe, females ,underweight ,<18.5,2005
2758,Zimbabwe, females ,underweight ,<18.5,2006
2759,Zimbabwe, males ,normal ,18.5-24.99,2005
2760,Zimbabwe, males ,obese ,>=30.0,2005
2761,Zimbabwe, males ,overweight ,>=25.0,2005
2762,Zimbabwe, males ,pre-obese ,25.0-29.99,2005
2763,Zimbabwe, males ,underweight ,<18.5,2005
2764,Montenegro, adults ,obese ,>=30.0,2
2765,Montenegro, adults ,overweight ,>=25.0,2
2766,Montenegro, adults ,pre-obese ,25.0-29.99,2
2767,Montenegro, females ,obese ,>=30.0,2
2768,Montenegro, females ,overweight ,>=25.0,2
2769,Montenegro, females ,pre-obese ,25.0-29.99,2
2770,Montenegro, males ,obese ,>=30.0,2
2771,Montenegro, males ,pre-obese ,25.0-29.99,2
